INSTNM,CITY,STABBR,ZIP,INSTURL,CURROPER,CCBASIC,CCUGPROF,CCSIZSET,YEARS,HCM2,main,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,LATITUDE,LONGITUDE,ADM_RATE,first_gen,DISTANCEONLY,UGDS,UG,NPT4_ALL,NPT4_LOW,NPT4_MID,NPT4_HIGH,NPT4_PUB,NPT4_PRIV,NPT4_048_PUB,NPT4_048_PRIV,NPT4_3075_PUB,NPT4_3075_PRIV,NPT4_75UP_PUB,NPT4_75UP_PRIV,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,C150_4_POOLED,C150_L4_POOLED,RPY_3YR_RT,LO_INC_RPY_3YR_RT,MD_INC_RPY_3YR_RT,HI_INC_RPY_3YR_RT,DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,GRAD_DEBT_MDN10YR,CUML_DEBT_P90,CUML_DEBT_P75,CUML_DEBT_P25,CUML_DEBT_P10,gt_25k_p6,mn_earn_wne_p6,md_earn_wne_p6,pct10_earn_wne_p6,pct25_earn_wne_p6,pct75_earn_wne_p6,pct90_earn_wne_p6,mn_earn_wne_inc1_p6,mn_earn_wne_inc2_p6,mn_earn_wne_inc3_p6,gt_25k_p10,count_nwne_p10,count_wne_p10,mn_earn_wne_p10,md_earn_wne_p10,pct10_earn_wne_p10,pct25_earn_wne_p10,pct75_earn_wne_p10,pct90_earn_wne_p10,mn_earn_wne_inc1_p10,mn_earn_wne_inc2_p10,mn_earn_wne_inc3_p10
University of West Alabama,Livingston,AL,35470,www.uwa.edu,1,18,8,13,4,0,1,1,3,4,1,32.5924,-88.1861,0.9957,0.5,0,1988,1595,13221,NULL,NULL,NULL,13221,NULL,12204,NULL,13761,NULL,15605,NULL,7660,14170,NULL,0.330417768,NULL,0.543230016,0.479415671,0.600649351,NULL,13500,14184,13500,11000,249.796125,38075,26199,5500,2750,0.566546738,31400,28500,8200,17100,42500,58500,27600,34200,36700,0.666134179,73,626,36600,33800,8500,20000,48500,63700,33200,38600,41300
Lurleen B Wallace Community College,Andalusia,AL,36420-1418,www.lbwcc.edu,1,1,3,2,2,0,1,1,1,2,1,31.3229,-86.4523,NULL,0.569999993,0,1372,802,8041,NULL,NULL,NULL,8041,NULL,7936,NULL,8757,NULL,NULL,NULL,4170,7500,NULL,NULL,0.206851523,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3400,3400,1140,1140,0.407407403,24200,20800,4300,11900,33800,46600,NULL,NULL,NULL,0.563583791,64,346,31800,28000,7900,16000,43300,60100,NULL,NULL,NULL
Marion Military Institute,Marion,AL,36756-3207,www.marionmilitary.edu,1,1,4,1,2,0,1,1,2,2,1,32.6224,-87.318,0.6034,0.340000004,0,411,175,11013,NULL,NULL,NULL,11013,NULL,8476,NULL,10501,NULL,14042,NULL,8570,14570,NULL,NULL,0.248426708,0.606217617,0.403225806,0.666666667,0.741935484,5500,5500,NULL,5500,127.673575,12000,11096,4640,2750,0.531531513,30300,26100,6000,15600,42800,54700,NULL,NULL,NULL,0.797752798,10,89,53000,48500,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Miles College,Fairfield,AL,35064-2621,www.miles.edu,1,22,9,10,4,0,1,1,3,3,2,33.4813,-86.9086,NULL,0.409999996,0,1663,1502,15217,14676,15528,19757,NULL,15217,NULL,14676,NULL,15528,NULL,19757,11454,11454,NULL,0.189705012,NULL,0.216788916,0.206047032,0.230769231,NULL,12908.5,11477,15840,NULL,405.9908665,41753,28976.5,5500,4019,0.362565458,21700,19400,3700,10200,30400,41300,20600,24200,22400,0.536516845,130,712,28700,27200,6400,15200,39100,51200,26700,31900,32100
University of Mobile,Mobile,AL,36613-2842,www.umobile.edu,1,22,11,10,4,0,1,1,3,4,2,30.7932,-88.1289,0.7125,0.419999987,0,1472,1764,17970,16169,18594,19654,NULL,17970,NULL,16169,NULL,18594,NULL,19654,18690,18690,NULL,0.457751174,NULL,0.755856967,0.662198391,0.804597701,NULL,22500,24500,23000,NULL,299.75535,47000,33500,10750,5500,0.558441579,31600,28600,6800,15400,43000,60600,27000,35900,33700,0.694444418,111,720,40900,37800,9600,20200,55300,73400,37100,43300,43900
University of Montevallo,Montevallo,AL,35115-6000,www.montevallo.edu,1,19,10,10,4,0,1,1,3,4,1,33.1063,-86.8651,0.8729,0.400000006,0,2610,2557,15003,NULL,NULL,NULL,15003,NULL,13253,NULL,15065,NULL,17219,NULL,10000,19690,NULL,0.459535962,NULL,0.771186441,0.688,0.803125,NULL,15872,16500,17250,15000,259.78797,37500,27250,7500,4500,0.529411793,26800,26300,8000,15500,36800,45100,25500,26700,28000,0.714086473,94,717,36300,35100,9900,23000,46600,62300,32300,39500,36700
Northwest-Shoals Community College,Muscle Shoals,AL,35661,www.nwscc.edu,1,2,2,3,2,0,1,1,2,2,1,34.7396,-87.6773,NULL,0.639999986,0,3235,3826,4678,NULL,NULL,NULL,4678,NULL,4241,NULL,5729,NULL,8354,NULL,4140,7470,NULL,NULL,0.119236338,0.509727626,0.427828349,0.637795276,0.685714286,5500,7000,5000,4203,127.673575,19605,11500,3000,1750,0.395963818,24000,20400,3900,11100,33000,48000,21100,28200,32100,0.521191299,424,1746,30200,26300,5900,14200,40800,59300,27100,35300,36700
University of North Alabama,Florence,AL,35632-0001,www.una.edu,1,18,11,12,4,0,1,1,3,4,1,34.8066,-87.681,0.8092,0.449999988,0,5536,4944,11476,NULL,NULL,NULL,11476,NULL,11413,NULL,11636,NULL,11973,NULL,7078,12670,NULL,0.322248727,NULL,0.687901008,0.578892372,0.750328515,NULL,12542,11667,12750,14000,241.4695875,33159,24312,5500,3500,0.56070286,30600,27800,6900,16000,40700,54700,27700,32300,32700,0.713467062,189,1396,39500,36300,9800,22600,50600,68400,35700,41300,42400
Northeast Alabama Community College,Rainsville,AL,35986,www.nacc.edu,1,2,2,3,2,0,1,1,2,2,1,34.5455,-85.9117,NULL,0.660000026,0,2376,1659,2544,NULL,NULL,NULL,2544,NULL,2453,NULL,3285,NULL,2310,NULL,4200,7530,NULL,NULL,0.259129103,0.608823529,0.527415144,0.704166667,NULL,3500,3500,3900,5275,56.620455,10011.5,6700,2000,1300,0.427455366,24600,21300,4100,11200,34500,48800,NULL,NULL,NULL,0.577304959,184,705,31700,28700,5300,15200,43600,58100,NULL,NULL,NULL
Oakwood University,Huntsville,AL,35896,www.oakwood.edu,1,22,9,11,4,0,1,1,3,4,2,34.7566,-86.6616,0.3435,0.209999993,0,1854,1767,26954,25847,26856,29375,NULL,26954,NULL,25847,NULL,26856,NULL,29375,16234,16234,NULL,0.371902479,NULL,0.439215686,0.384848485,0.473498233,NULL,22000,19000,24375,22000,338.612525,47750,35500,10500,5500,0.421787709,27400,20900,4900,11500,36000,52100,24600,25900,27800,0.671081662,68,453,38800,33700,7900,18100,49900,75600,33100,39600,45600
Alabama Southern Community College,Monroeville,AL,36460,www.ascc.edu,1,1,3,2,2,0,1,1,2,2,1,31.4889,-87.3264,NULL,0.620000005,0,1218,1261,4998,NULL,NULL,NULL,4998,NULL,4893,NULL,6080,NULL,NULL,NULL,4200,7530,NULL,NULL,0.249409489,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.348623842,23400,18600,5100,12300,31200,48700,NULL,NULL,NULL,0.458128065,183,609,27500,23200,4400,13600,36600,55300,NULL,NULL,NULL
Prince Institute-Southeast,Montgomery,AL,36117,princeinstitute.edu,1,10,4,1,2,0,1,3,2,2,3,32.3831,-86.1622,NULL,0.430000007,0,102,94,20904,19993,19076,24626,NULL,20904,NULL,19993,NULL,19076,NULL,24626,9685,9685,NULL,NULL,0.258634483,0.702702703,NULL,NULL,NULL,12667,10000,16595.5,NULL,241.347465,43376.5,25332,5452,2505.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.634615362,16,52,28700,29000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Reid State Technical College,Evergreen,AL,36401,www.rstc.edu,1,1,3,2,2,0,1,1,1,2,1,31.4607,-86.9645,NULL,0.649999976,0,414,706,4912,NULL,NULL,NULL,4912,NULL,5095,NULL,3953,NULL,NULL,NULL,4260,7590,NULL,NULL,0.356089773,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.380813956,24200,19800,6000,11900,34400,46100,NULL,NULL,NULL,0.409909904,158,444,24200,20100,5200,11800,33200,45700,NULL,NULL,NULL
Bishop State Community College,Mobile,AL,36603-5898,www.bishop.edu,1,7,2,3,2,0,1,1,2,2,1,30.694,-88.057,NULL,0.50999999,0,3363,4058,5145,NULL,NULL,NULL,5145,NULL,5118,NULL,5563,NULL,NULL,NULL,4200,7530,NULL,NULL,0.124901203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2130,2130,1353,1353,0.332718313,22300,18600,3900,10100,29700,44500,NULL,NULL,NULL,0.446047008,513,1872,27400,22600,5900,13400,37200,54300,NULL,NULL,NULL
Samford University,Birmingham,AL,35229-2240,www.samford.edu,1,19,10,14,4,0,1,1,3,4,2,33.4646,-86.7909,0.7697,0.189999998,0,2995,2870,24093,17224,22976,26997,NULL,24093,NULL,17224,NULL,22976,NULL,26997,26328,26328,NULL,0.702598672,NULL,0.915360502,NULL,0.913705584,NULL,20000,NULL,20427,19437.5,257.9672338,33500,27000,11000,5500,0.720353961,41000,36400,9700,22400,50900,73500,45100,40700,39300,0.788461566,102,780,57900,45800,12600,27700,74400,124000,73000,55200,49500
Shelton State Community College,Tuscaloosa,AL,35405-8522,www.sheltonstate.edu,1,3,3,3,2,0,1,1,2,2,1,33.1205,-87.5615,NULL,0.529999971,0,4859,5330,8587,NULL,NULL,NULL,8587,NULL,8395,NULL,9682,NULL,11557,NULL,3900,7230,NULL,NULL,0.093549825,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.380218357,23600,20000,4600,10700,31700,45700,NULL,NULL,NULL,0.485964924,440,1710,28500,24300,4800,13100,38500,55800,NULL,NULL,NULL
Snead State Community College,Boaz,AL,35957-0734,www.snead.edu,1,2,2,2,2,0,1,1,2,2,1,34.2007,-86.1695,NULL,0.589999974,0,2161,1579,3884,NULL,NULL,NULL,3884,NULL,3766,NULL,4142,NULL,6668,NULL,4260,7590,NULL,NULL,0.303575146,NULL,NULL,NULL,NULL,3500,3077,3500,3500,49.959225,7000,4500,1750,1043,0.391872287,23900,20100,4100,11000,33000,45900,NULL,NULL,NULL,0.52072072,166,555,29300,26000,5500,15800,38700,52700,NULL,NULL,NULL
University of South Alabama,Mobile,AL,36688-0002,www.southalabama.edu,1,16,8,15,4,0,1,1,3,4,1,30.6951,-88.1819,0.8604,0.430000007,0,11048,9232,13027,NULL,NULL,NULL,13027,NULL,10460,NULL,13176,NULL,17061,NULL,6948,13596,NULL,0.350631543,NULL,0.701489269,0.63446712,0.750668449,0.805970149,15000,15000,15000,14627,277.55125,41247,28000,6500,3500,0.608799994,34400,30200,6800,16900,45500,64100,32500,36900,35100,0.718304873,416,2808,45200,38300,10500,23300,56500,78800,43100,45500,48600
Spring Hill College,Mobile,AL,36608-1791,www.shc.edu,1,20,10,11,4,0,1,1,3,4,2,30.6948,-88.1382,0.4627,0.289999992,0,1269,1227,18555,15365,17929,21715,NULL,18555,NULL,15365,NULL,17929,NULL,21715,30924,30924,NULL,0.588991724,NULL,0.811918063,0.725388601,NULL,NULL,20500,19375,NULL,21083.5,299.75535,41458,29500,8000,4750,0.638805985,34700,33400,7700,20100,47100,62100,29600,33100,39000,0.799479187,44,384,50000,43800,15500,30900,62300,84300,47900,48100,52400
Stillman College,Tuscaloosa,AL,35403,www.stillman.edu,1,21,9,11,4,0,1,1,3,3,2,33.1992,-87.5852,0.43,0.409999996,0,863,1530,17473,17736,17928,17650,NULL,17473,NULL,17736,NULL,17928,NULL,17650,15901,15901,NULL,0.257584545,NULL,0.293563579,0.265882353,0.283018868,NULL,19000,19000,19987,NULL,425.863536,49500,36750,9500,4750,0.398734182,27400,20800,5000,12000,32400,43400,NULL,NULL,NULL,0.495440722,114,658,27900,24700,5100,13800,38500,51500,26400,29000,34300
Talladega College,Talladega,AL,35160,www.talladega.edu,1,21,9,8,4,0,1,1,3,3,2,33.4343,-86.1137,NULL,0.479999989,0,894,475,9062,9068,9103,9154,NULL,9062,NULL,9068,NULL,9103,NULL,9154,11492,11492,NULL,0.494891525,NULL,0.292479109,0.254032258,NULL,NULL,19000,17825.5,19785.5,NULL,355.2656,40960,30342.5,9500,5500,0.277777791,17900,15000,1300,7900,26500,35600,NULL,NULL,NULL,0.514423072,48,208,27300,25600,4300,12300,38200,53300,NULL,NULL,NULL
H Councill Trenholm State Technical College,Montgomery,AL,36108-3199,www.trenholmstate.edu,1,1,3,2,2,0,1,1,1,2,1,32.3501,-86.3431,NULL,0.560000002,0,1262,663,6067,NULL,NULL,NULL,6067,NULL,6003,NULL,6399,NULL,5655,NULL,3288,5952,NULL,NULL,0.335304834,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1157,1157,475,475,0.343648195,22400,19000,4900,10700,30200,44900,NULL,NULL,NULL,0.420895517,119,335,25800,21000,5200,12900,34100,49200,NULL,NULL,NULL
Troy University,Troy,AL,36082-0001,www.troy.edu,1,18,5,16,4,0,1,4,3,4,1,31.8001,-85.9502,0.6821,0.469999999,0,16208,3810,11168,NULL,NULL,NULL,11168,NULL,11160,NULL,10315,NULL,12767,NULL,7276,13612,NULL,0.345579703,NULL,0.543508214,0.472240915,0.631102362,0.772511848,17750,17700,19000,14750,288.6533,47896.5,32500,8388,4750,0.613958538,33600,30300,8300,17800,43700,60300,28400,37300,40400,0.701223433,528,3106,39500,36600,9700,21900,50900,70800,35300,43800,44000
Tuskegee University,Tuskegee,AL,36088-1920,www.tuskegee.edu,1,22,9,11,4,0,1,1,3,4,2,32.431,-85.7103,0.3511,0.25999999,0,2584,2467,28909,27654,29551,29401,NULL,28909,NULL,27654,NULL,29551,NULL,29401,18900,18900,NULL,0.448089488,NULL,0.618340611,0.598901099,0.626535627,NULL,23687.5,24625,25051,NULL,369.1431625,48345,37100,11000,5500,0.50160259,30600,25100,6000,13200,41500,65900,28200,32500,31500,0.697978616,79,841,42500,37100,9200,20600,59900,81200,38800,44100,45700
Bevill State Community College,Jasper,AL,35501,www.bscc.edu,1,2,2,3,2,0,1,1,2,2,1,33.8358,-87.265,NULL,0.639999986,0,3212,3558,8303,NULL,NULL,NULL,8303,NULL,8138,NULL,9145,NULL,NULL,NULL,4230,7560,NULL,NULL,0.153248792,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.447520941,25900,22300,5000,12000,36700,50900,NULL,NULL,NULL,0.52073735,540,1519,29800,25900,6100,13900,40900,57300,NULL,NULL,NULL
University of Alaska Anchorage,Anchorage,AK,99508,www.uaa.alaska.edu,1,18,5,12,4,0,1,2,3,4,1,61.1896,-149.8261,NULL,0.389999986,0,13116,14161,8160,NULL,NULL,NULL,8160,NULL,6463,NULL,8046,NULL,11535,NULL,5147,15206,NULL,0.255403123,NULL,0.747384537,0.676622631,0.783891547,0.836343115,11336.5,12500,12000,9500,229.5348838,37527,23256,5500,3500,0.679465055,40800,36100,6600,19600,55400,77600,37400,41900,44900,0.70495826,456,2037,45500,42000,7600,21700,62700,84200,41300,48300,51300
University of Alaska Fairbanks,Fairbanks,AK,99775-7500,www.uaf.edu,1,16,6,13,4,0,1,1,3,4,1,64.8571,-147.8248,NULL,0.409999996,0,5729,6359,9372,NULL,NULL,NULL,9372,NULL,7662,NULL,8380,NULL,12147,NULL,4984,15560,NULL,0.30914582,NULL,0.695026962,0.621776504,0.712477396,NULL,11247,12736,11678,8250,222.041,37453,23472,5500,3200,0.60838443,35000,30900,5300,15200,48300,67300,31400,36600,40000,0.70094341,215,1060,43300,38200,6600,21100,57900,81500,40000,44900,50700
University of Alaska Southeast,Juneau,AK,99801-8697,www.uas.alaska.edu,1,20,5,9,4,0,1,1,3,4,1,58.3843,-134.6363,NULL,0.360000014,0,1488,3353,9462,NULL,NULL,NULL,9462,NULL,8293,NULL,9243,NULL,11968,NULL,5693,16269,NULL,0.121454656,NULL,0.732209738,0.665322581,0.755813953,0.842105263,11750,12396,12500,NULL,215.7960969,31762,21004,6075,3500,0.591331244,32400,29600,4100,15400,45200,60600,28900,36100,34000,0.714754105,74,305,41700,39500,9000,20200,56600,74300,39400,44700,42000
Alaska Pacific University,Anchorage,AK,99508,www.alaskapacific.edu,1,20,5,7,4,0,1,1,3,4,2,61.1912,-149.8042,0.3745,0.349999994,0,340,479,30891,28953,29441,33389,NULL,30891,NULL,28953,NULL,29441,NULL,33389,29810,29810,NULL,0.463923711,NULL,0.768240343,0.655555556,NULL,NULL,19250,18742,19473,NULL,278.9390063,42250,30750,9500,5500,0.678571403,39900,41100,8200,19600,54300,68900,NULL,NULL,NULL,0.784722209,21,144,49300,47400,10800,27800,60400,85000,NULL,NULL,NULL
Charter College-Anchorage,Anchorage,AK,99508,www.chartercollege.edu,1,23,6,6,4,0,1,1,1,3,3,61.1958,-149.8402,NULL,0.430000007,0,2191,486,17691,17687,17059,NULL,NULL,17691,NULL,17687,NULL,17059,NULL,NULL,19882,19882,NULL,0.34897899,NULL,0.515252622,0.450612833,0.611538462,NULL,9500,9500,9500,9500,144.32665,22393,14750,6334,3167,0.630872488,36500,33500,5200,15900,51300,67400,28000,37900,47500,0.705705702,91,333,46600,42000,6900,19300,64000,86700,37400,50600,NULL
Prince William Sound Community College,Valdez,AK,99686-0097,www.pwscc.edu,1,2,1,1,2,0,0,2,2,2,1,61.1224,-146.178,NULL,0.389999986,0,134,841,8775,NULL,NULL,NULL,8775,NULL,7311,NULL,11809,NULL,12434,NULL,4448,4448,NULL,NULL,0.113184906,0.747384537,0.676622631,0.783891547,0.836343115,11336.5,12500,12000,9500,229.5348838,37527,23256,5500,3500,0.679465055,40800,36100,6600,19600,55400,77600,37400,41900,44900,0.70495826,456,2037,45500,42000,7600,21700,62700,84200,41300,48300,51300
American Indian College of the Assemblies of God Inc,Phoenix,AZ,85021,www.aicag.edu/,1,22,9,8,4,0,1,1,3,3,2,33.5777,-112.0922,NULL,0.529999971,0,77,76,12580,12580,11375,NULL,NULL,12580,NULL,12580,NULL,11375,NULL,NULL,12000,12000,NULL,0.51063617,NULL,0.46875,NULL,NULL,NULL,16750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Carrington College-Phoenix,Phoenix,AZ,85051-4063,www.carrington.edu,1,10,4,4,2,0,1,6,1,3,3,33.5608,-112.1155,1,0.569999993,0,676,263,20501,20286,21386,24167,NULL,20501,NULL,20286,NULL,21386,NULL,24167,NULL,NULL,14287,0.647021648,NULL,0.475178297,0.421328671,0.581736909,NULL,9475,9382,9500,9500,105.469475,28678,9500,5500,2714,0.432048112,23900,22300,4100,11500,32300,44300,21600,27500,31700,0.524209142,488,1549,28400,26200,4000,13200,37600,52500,25400,33400,34100
College America-Flagstaff,Flagstaff,AZ,86004,www.collegeamerica.edu,1,10,4,1,2,0,1,3,2,3,2,35.2112,-111.6048,NULL,0.629999995,0,209,22,20877,20877,22679,NULL,NULL,20877,NULL,20877,NULL,22679,NULL,NULL,17211,17211,NULL,0.4667,NULL,0.152317881,0.153543307,NULL,NULL,17636,16562,21697,NULL,284.9618684,28776,25600,6275,4750,0.338762224,20400,19400,2600,8800,29300,37900,NULL,NULL,NULL,NULL,12,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Brookline College-Phoenix,Phoenix,AZ,85021,www.brooklinecollege.edu,1,23,9,9,4,0,1,4,1,3,3,33.5254,-112.1501,NULL,0.610000014,0,828,230,25566,25343,25821,29302,NULL,25566,NULL,25343,NULL,25821,NULL,29302,NULL,NULL,14500,0.511348571,NULL,0.229979879,0.207421065,0.356343284,NULL,9500,9500,9500,9500,105.469475,21432.5,13021,5500,2071,0.321246445,20500,17700,2400,8600,28100,38200,18400,27200,NULL,0.442025304,700,1975,24100,22300,3300,11200,33200,44000,22800,27400,NULL
Arizona State University-Tempe,Tempe,AZ,85287,www.asu.edu/,1,15,11,15,4,0,1,5,3,4,1,33.4219,-111.94,0.8023,0.349999994,0,38480,33985,11480,NULL,NULL,NULL,11480,NULL,8553,NULL,11043,NULL,15437,NULL,9861,23654,NULL,0.580479231,NULL,0.802837511,0.758179462,0.80975515,0.860263034,16250,16750,16500,15000,226.2042688,35000,25250,8054,4500,0.717780054,39500,36300,10400,22900,51200,70000,38000,40100,40600,0.799963474,1533,10943,52400,45200,12900,29600,67500,93300,49300,52600,55400
Arizona Western College,Yuma,AZ,85365-8834,www.azwestern.edu,1,3,1,3,2,0,1,1,1,2,1,32.6893,-114.496,NULL,0.670000017,0,7442,5214,9095,NULL,NULL,NULL,9095,NULL,9039,NULL,9653,NULL,11237,NULL,2420,7895,NULL,NULL,0.170587678,0.477477477,0.43495935,0.561320755,NULL,4750,5000,3500,2750,66.6123,15000,9375,2625,1750,0.395483196,24400,21000,4100,11400,32600,47300,NULL,NULL,NULL,0.516129017,403,1767,29900,25600,5800,14000,39100,57600,NULL,NULL,NULL
University of Arizona,Tucson,AZ,85721-0066,www.arizona.edu,1,15,11,15,4,0,1,1,3,4,1,32.2321,-110.9508,0.7692,0.300000012,0,31399,26404,13617,NULL,NULL,NULL,13617,NULL,10833,NULL,13054,NULL,19009,NULL,10391,27383,NULL,0.613370272,NULL,0.832651333,0.780203237,0.847191011,0.886363636,13500,13794.5,13476,13000,210.93895,31250,24572,5500,3500,0.671784282,38300,33500,9200,20600,49600,69600,37200,39500,38500,0.779976726,808,6013,53100,44400,12100,27700,69900,99400,48800,52600,57900
Central Arizona College,Coolidge,AZ,85128-9030,www.centralaz.edu,1,5,1,3,2,0,1,1,2,2,1,32.9571,-111.6525,NULL,0.529999971,0,5462,4536,4310,NULL,NULL,NULL,4310,NULL,3587,NULL,4194,NULL,5414,NULL,2310,10260,NULL,NULL,0.20753542,0.473537604,0.400998336,0.549865229,NULL,5584,5500,6200,5500,116.571525,17630,10950,3107,2236,0.447129905,25800,21900,4600,12300,34700,49800,NULL,NULL,NULL,0.564130425,276,920,31200,28700,5300,14700,42500,59800,29300,32100,42100
Brown Mackie College-Tucson,Tucson,AZ,85712,www.brownmackie.edu,1,22,9,6,4,0,0,33,2,3,3,32.2367,-110.8951,NULL,0.550000012,0,684,339,19957,19565,21424,24344,NULL,19957,NULL,19565,NULL,21424,NULL,24344,13194,13194,NULL,0.2973,NULL,0.289359316,0.238971998,NULL,NULL,12136.5,11341,14130,13423,239.793178,27673,20700,5200,2890,0.501259446,26800,25500,4800,15200,35900,47100,NULL,NULL,NULL,0.51184833,87,422,29100,25200,6200,15200,39500,53800,NULL,NULL,NULL
Cochise College,Douglas,AZ,85607-6190,www.cochise.edu,1,3,1,3,2,0,1,1,2,2,1,31.3658,-109.6904,NULL,0.529999971,0,3787,4966,5017,NULL,NULL,NULL,5017,NULL,4824,NULL,6387,NULL,8342,NULL,1752,6000,NULL,NULL,0.197215169,0.602184087,0.555288462,0.670967742,NULL,4500,4500,4500,4000,94.0121594,15062.5,9280,2750,1581.5,0.447132617,27700,22600,4300,11800,35800,55800,25400,32100,35800,0.600000024,381,1220,37500,31200,7300,16900,50200,74600,NULL,NULL,NULL
Eastern Arizona College,Thatcher,AZ,85552-0769,www.eac.edu,1,3,1,3,2,0,1,1,1,2,1,32.8407,-109.7617,NULL,0.49000001,0,4812,6223,534,NULL,NULL,NULL,534,NULL,-526,NULL,2274,NULL,1770,NULL,1760,8360,NULL,NULL,0.229535169,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5000,5000,2627,2627,0.438297868,26000,22300,3800,9900,35800,55400,NULL,NULL,NULL,0.565323591,315,819,33400,27800,5000,13600,46100,67500,NULL,NULL,NULL
Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,86301-3720,www.erau.edu,1,22,10,10,4,0,0,2,3,4,2,34.6157,-112.4523,0.7898,0.319999993,0,1802,NULL,35470,35611,36358,35243,NULL,35470,NULL,35611,NULL,36358,NULL,35243,31034,31034,NULL,0.571098753,NULL,0.865240345,0.808695652,0.869873817,NULL,16500,15625,15625,18375,288.6533,36788,28025,6625,3544,0.773428679,50100,44500,13300,26700,68100,87800,48900,51800,49200,0.884715021,250,3088,65500,60900,22400,39400,84500,115500,62500,65100,68100
Glendale Community College,Glendale,AZ,85302,www.gccaz.edu,1,7,1,5,2,0,1,1,1,2,1,33.5675,-112.1883,NULL,0.50999999,0,16623,20091,7763,NULL,NULL,NULL,7763,NULL,7181,NULL,8548,NULL,11569,NULL,1974,7758,NULL,NULL,0.129917935,0.55743349,0.48469093,0.624277457,0.694235589,4474,4500,4500,3500,NULL,14746,8750,2972,1750,0.564144731,30500,27800,6500,15800,40900,56800,28300,32000,37800,0.653577983,715,2725,36800,33300,6900,18100,49000,69300,34100,38500,44200
Grand Canyon University,Phoenix,AZ,85017,www.gcu.edu,1,18,5,15,4,0,1,1,3,4,3,33.5122,-112.1299,0.548,0.430000007,0,34643,1563,28309,26303,28500,31570,NULL,28309,NULL,26303,NULL,28500,NULL,31570,17000,17000,NULL,0.307268156,NULL,0.399403398,0.310151945,0.503285987,NULL,11644,9500,15496.5,16783,208.1634375,34500,20000,4750,1920,0.732954562,48000,42900,10000,23600,67200,90500,34600,46200,59900,0.775618374,83,566,53200,45200,11100,28500,72100,96100,46900,55300,55600
GateWay Community College,Phoenix,AZ,85034,www.gatewaycc.edu,1,7,1,3,2,0,1,2,1,2,1,33.4495,-111.9965,NULL,0.519999981,0,5653,7895,8106,NULL,NULL,NULL,8106,NULL,7681,NULL,8682,NULL,12432,NULL,1974,7758,NULL,NULL,0.140997436,0.585662759,0.52570601,0.660091047,NULL,7000,6500,8970,7528.5,77.1148393,21404,14177,4148,2250,0.590909064,33800,29500,5200,15800,47900,66800,29900,39700,42100,0.586160123,557,1474,35000,29800,5600,15500,47500,71800,31300,43100,46600
Mesa Community College,Mesa,AZ,85202,www.mesacc.edu,1,7,1,5,2,0,1,1,1,2,1,33.3913,-111.8715,NULL,0.430000007,0,20120,22821,8868,NULL,NULL,NULL,8868,NULL,8258,NULL,9415,NULL,12251,NULL,1974,7758,NULL,NULL,0.119584842,0.520622968,0.458093797,0.576837416,0.670454545,5065,5250,5250,4500,NULL,18500,10250,2750,1750,0.554967523,31200,27900,5100,15000,42100,60100,29000,33700,33800,0.673725009,750,3353,40700,36000,6900,19000,55100,77700,38300,43700,42300
Mohave Community College,Kingman,AZ,86409-1238,www.mohave.edu,1,5,1,3,2,0,1,1,1,2,1,35.2707,-114.0302,NULL,0.529999971,0,4759,5883,11346,NULL,NULL,NULL,11346,NULL,11214,NULL,11797,NULL,15218,NULL,2040,7656,NULL,NULL,0.259943643,0.381893861,0.335640138,0.508108108,0.62962963,8910,9265,8000,6750,147.1021625,31500,18500,3533,1898,0.414420962,25100,21000,2900,9700,35000,53100,22200,31600,35800,0.539170504,179,434,30800,26700,4800,12900,42000,62300,NULL,NULL,NULL
